PRDM16	NaN	0.36712	0.31519	0.62286	0.62084	-0.12324	0.42068	0.60627	0.65341	0.52089	0.83813
ARHGEF16	NaN	0.20687	-0.23773	-1.1334	1.2854	-0.10879	-0.24171	0.035194	-0.90352	0.027668	0.69883
MEGF6	NaN	0.22459	0.34339	-0.15641	1.0894	0.40737	0.8027	0.058766	1.0025	0.8511	0.42254
TPRG1L	NaN	0.18322	0.40323	-0.074309	0.48985	0.24552	0.19486	0.26802	0.083316	0.40403	0.16078
WRAP73	NaN	0.031013	0.1383	0.077567	0.27447	0.029925	0.086638	0.25218	0.43722	0.0019919	0.068038
TP73-AS1	NaN	0.24521	0.19962	0.058145	0.44474	0.1972	0.35696	0.32428	0.77741	0.1405	0.20251
LRRC47	NaN	0.099145	0.25486	0.068692	0.42325	0.20237	0.2452	0.27078	0.2516	0.38403	0.13312
CEP104	NaN	0.18815	0.30242	-0.03899	0.25319	0.12601	0.20506	0.16861	1.3543	0.23122	0.092818
DFFB	NaN	0.058371	0.11492	0.37168	0.15773	0.18147	0.21115	0.097377	0.75193	0.55065	0.12264
C1orf174	NaN	0.068149	0.3718	0.1415	0.3539	0.2249	0.23316	0.14684	0.50648	-0.18426	0.090278
RP13-15E13.1	NaN	-0.97304	-0.12972	-0.30489	-0.97686	-0.12085	-1.2865	0.21167	-0.67273	-0.71139	-1.0147
AJAP1	NaN	0.64763	-0.31125	0.26519	0.18696	-0.2044	-0.38659	0.5536	1.1544	2.2443	0.19286
NPHP4	NaN	0.13161	0.21506	0.6413	0.34871	0.10262	0.54447	0.55029	1.0957	0.36722	0.29357
KCNAB2	NaN	0.27401	0.41887	2.335	0.30601	0.95328	0.057339	-0.20941	1.8525	2.4892	0.59519
RPL22	NaN	0.22727	0.5081	0.28328	0.59726	0.33518	0.16917	0.42127	0.16444	-0.042389	0.24478
RNF207	NaN	0.13275	0.37271	0.21959	-0.40112	0.22037	0.27587	0.16737	1.1592	0.29167	0.38181
ICMT	NaN	-0.060574	0.20591	-0.20295	0.06169	0.23604	-0.037928	0.027391	0.59619	0.59552	-0.08403
GPR153	NaN	0.74594	1.024	1.1329	1.3018	0.51672	1.2861	1.432	1.1928	0.81157	0.94624
ACOT7	NaN	-0.13371	0.27738	0.61323	0.41729	0.5535	-0.08375	0.24134	-0.35537	0.67882	0.17059
TNFRSF25	NaN	-0.48669	-1.0432	-1.2753	-0.54062	-0.085181	0.11911	-0.37135	-0.56708	-0.35345	-0.50219
PLEKHG5	NaN	-0.32118	-1.0282	-1.4149	-0.75241	-0.134	-0.010885	-0.53121	-0.09513	-0.34013	-0.55603
NOL9	NaN	-0.097227	0.24691	0.29241	0.29805	0.0605	0.070147	0.078841	0.4868	0.26899	0.24717
ZBTB48	NaN	0.22854	0.093216	0.51879	0.58802	0.3085	0.44052	0.27102	0.16087	0.88794	0.099791
KLHL21	NaN	-0.050772	0.42056	-0.58738	1.0695	0.16418	0.15667	0.37014	0.53931	0.22694	-0.14973
PHF13	NaN	0.29834	0.64219	-0.22953	1.1348	0.61973	0.15828	0.31463	0.48175	0.71134	0.082142
THAP3	NaN	-0.10009	0.43804	0.039732	0.79383	0.25658	0.12897	0.1606	-0.52986	0.44642	0.081539
DNAJC11	NaN	0.093006	0.23195	-0.00077769	0.33521	0.11756	-0.036872	0.1809	1.02	0.60075	0.13567
CAMTA1	NaN	0.03973	0.32525	0.017036	0.38142	-0.047756	0.34138	0.23021	-0.37524	0.11464	-0.00092689
VAMP3	NaN	0.080461	0.25313	-0.12711	0.48325	0.25815	0.0082043	0.15356	0.19633	0.059474	0.0038258
PER3	NaN	0.20514	0.49244	-0.86278	1.2056	1.0476	-0.030914	0.3651	1.0143	0.38783	-0.014045
PARK7	NaN	-0.064448	0.34218	0.020884	0.36993	0.27875	-0.069792	0.24969	-0.35479	0.050093	-0.033148
ERRFI1	NaN	0.29463	1.5426	0.61407	2.0538	-0.4191	0.39363	1.0686	1.4489	-0.19526	0.43478
SLC45A1	NaN	-0.065806	0.054866	0.93311	0.78257	-0.67319	0.49063	0.40559	0.24367	-0.14434	0.34309
RERE	NaN	0.27302	0.35855	0.15582	0.69738	0.1994	0.35882	0.44814	1.3629	0.92201	0.38593
ENO1	NaN	-0.29308	0.10816	-0.08711	-0.15905	0.25102	-0.18334	-0.026634	-0.16217	0.074162	-0.21765
SLC2A5	NaN	-1.8374	-2.1128	0.71442	-2.6623	-1.5181	-2.9127	-1.3835	0.1325	0.19699	-0.33933
GPR157	NaN	0.024612	0.38668	0.38547	0.3704	0.22767	-0.41636	0.35472	0.36498	0.45266	0.12278
H6PD	NaN	0.16754	0.37165	0.21308	0.81507	0.2938	0.24527	0.37324	1.3593	0.74933	0.37902
SPSB1	NaN	0.2274	0.9028	-0.40118	0.50386	0.47619	-0.46373	0.56999	1.1058	0.15856	0.32702
SLC25A33	NaN	-0.46591	-0.33665	-1.1415	0.20422	-0.10498	-0.48535	-0.27873	-1.3375	-0.56783	-0.60133
TMEM201	NaN	0.29695	-0.029061	0.34411	0.0094472	0.32434	0.46641	0.33181	0.4834	0.80381	0.22844
PIK3CD	NaN	0.1236	0.22702	1.06	-0.26455	0.1816	0.03089	-0.12241	1.6354	1.615	0.31556
CLSTN1	NaN	0.12643	0.1965	0.43409	0.66181	0.10229	0.44163	0.43163	0.78309	1.225	0.50349
CTNNBIP1	NaN	-0.31362	-0.4429	-0.39653	0.53408	-0.15278	0.066743	-0.09074	-0.21964	0.12284	0.11738
LZIC	NaN	0.06008	0.27696	-0.00026238	0.051219	0.14656	0.095775	0.30872	1.0754	0.079768	0.13574
NMNAT1	NaN	-0.053156	-0.0013586	-0.28266	0.34802	-0.044042	-0.28516	0.099702	0.59873	0.57571	-0.019342
RBP7	NaN	0.11478	-0.044829	0.16135	0.50388	-0.5402	0.20514	0.21832	-0.56719	-0.94108	0.046939
UBE4B	NaN	0.088763	0.37382	-0.046344	0.27173	0.27189	0.039618	0.37642	1.0424	0.27563	0.064953
KIF1B	NaN	-0.091807	0.18237	0.02747	-0.094211	0.26396	0.15735	0.13563	1.1852	0.78011	-0.14848
PGD	NaN	-0.1344	0.15025	-0.32324	-0.33797	0.23199	-0.33447	0.0096999	0.34878	-0.40691	-0.31024
APITD1	NaN	-0.10039	0.059707	-0.5179	0.1118	0.23116	0.0021007	0.59887	-0.51188	0.31355	-0.034208
DFFA	NaN	0.096861	0.19205	-0.24472	0.0074231	-0.020822	0.13832	0.13504	0.54963	0.41819	0.17292
PEX14	NaN	-0.033522	0.16626	-0.024794	-0.081518	0.24586	0.15077	0.0328	-0.067481	-0.064	-0.010717
CASZ1	NaN	-0.068177	-0.56984	-0.11804	0.273	0.055141	0.16665	0.0062857	0.91383	0.83143	0.36176
TARDBP	NaN	0.085193	0.28357	0.23476	0.17691	0.087194	-0.036454	0.23483	0.86306	-0.14043	0.083284
MASP2	NaN	0.13673	0.42677	0.20823	0.32093	0.34145	0.00025215	0.14864	2.7762	-0.026666	0.082965
SRM	NaN	-0.093864	0.074091	0.28145	0.2618	0.28945	0.088046	0.065601	-0.40277	0.49313	0.071209
EXOSC10	NaN	0.12027	0.24559	0.14588	0.44209	0.24385	0.16356	0.21503	0.87982	0.13151	0.13908
MTOR	NaN	-0.082002	0.0063385	0.055343	-0.099582	0.044763	-0.021956	0.025715	1.2651	0.54756	-0.19815
UBIAD1	NaN	0.31738	0.34523	0.082985	0.3342	0.52991	0.2284	0.29929	0.73994	0.30322	0.17591
FBXO44	NaN	0.29554	0.29582	0.28502	0.13414	0.20987	0.031458	0.45206	0.033836	0.52756	0.14076
FBXO6	NaN	-0.11963	0.22476	0.26468	-0.11287	0.26239	-0.23669	0.046213	-0.37423	-0.2657	-0.49479
MAD2L2	NaN	0.012542	0.31614	0.11126	-0.07562	0.40713	0.20124	0.27811	-0.35911	0.61211	0.13091
AGTRAP	NaN	0.12566	0.26977	0.59913	0.0043085	0.30758	0.32865	0.044923	0.039223	0.71976	-0.0046978
MTHFR	NaN	0.12913	0.072317	0.622	0.25482	0.3373	0.12202	-0.019152	1.1807	0.94366	0.36285
CLCN6	NaN	0.17452	0.50705	0.3158	0.50696	0.29306	0.1819	0.2494	1.2649	0.5839	0.33192
KIAA2013	NaN	-0.057898	0.082209	0.023107	0.061871	0.25657	0.2415	0.1871	-0.10491	0.40381	0.001913
PLOD1	NaN	-0.40106	0.030498	0.069108	0.069284	0.20008	-0.11642	0.13483	0.096284	0.77577	-0.01427
MFN2	NaN	-0.013084	0.034347	-0.044263	0.13834	0.13194	0.026047	0.049562	0.8973	0.16219	-0.0061399
MIIP	NaN	0.17488	0.175	0.35838	0.20248	0.25581	0.44759	0.23746	-0.098726	0.40457	0.46773
TNFRSF8	NaN	0.12706	0.43981	0.99051	1.0817	-0.50249	0.49926	0.4646	0.2629	0.27334	0.85873
TNFRSF1B	NaN	0.11291	0.099756	0.93826	0.17287	0.1775	0.42913	0.10426	0.80793	1.1015	0.53358
VPS13D	NaN	0.066771	0.031347	-0.34733	-0.071992	-0.062306	0.13804	0.15902	1.1332	0.97904	-0.033642
DHRS3	NaN	-0.077415	0.22441	-0.47186	0.57987	0.11329	-0.15304	0.13007	-0.5336	0.00053213	0.023751
AADACL3	NaN	-0.95263	-3.9284	-1.1859	-2.2991	-1.6379	-1.4402	-2.7851	-2.7764	-0.89746	-2.2606
PDPN	NaN	-0.29424	1.17	1.9667	-0.52942	0.56562	-2.5699	0.34123	1.6353	2.081	-0.13727
PRDM2	NaN	0.20159	0.28208	0.18875	0.33511	0.26746	0.12093	0.23257	1.2649	0.37012	0.23291
KAZN	NaN	-0.3135	-0.23997	-0.54827	0.24926	0.072812	-0.0025783	-0.077125	1.2031	-0.0030094	-0.23766
TMEM51	NaN	0.29939	-0.060144	1.0345	-0.16458	0.62718	-0.23222	-0.70414	0.67848	0.81301	0.18815
EFHD2	NaN	0.22299	0.42719	1.5662	-0.21087	0.33555	0.15612	0.14809	0.86892	1.0952	0.03081
CASP9	NaN	0.12889	0.15147	-0.091093	0.27356	0.030591	-0.037705	0.18324	0.56617	0.031995	0.024507
DNAJC16	NaN	-0.015404	0.22721	-0.1464	0.11084	0.3343	0.078049	0.037409	1.1744	0.4706	-0.012474
DDI2	NaN	-0.036413	0.33529	-0.10712	0.26853	0.33487	-0.29692	-0.016191	0.91851	0.61293	-0.104
PLEKHM2	NaN	0.23021	0.28928	0.49972	0.33292	0.52793	0.3772	0.3013	0.7392	0.93734	0.317
SLC25A34	NaN	0.063102	0.054252	0.55044	0.69539	0.11543	0.1641	-0.10881	0.60893	0.93134	0.25085
FBLIM1	NaN	0.10866	-0.33023	0.89782	-0.58787	0.18501	0.085792	0.30199	0.72427	0.54548	0.019566
SPEN	NaN	0.29304	0.29566	0.17229	0.33456	-0.003659	0.4251	0.26196	1.8686	1.0927	0.19207
ZBTB17	NaN	0.21294	0.15609	0.23212	0.41803	0.31158	0.40921	0.44366	0.35725	0.65122	0.11011
HSPB7	NaN	-0.19181	-0.45932	-1.6761	0.74384	-0.55473	-0.73949	-0.10563	-1.0525	-1.9148	-0.59706
CLCNKA	NaN	0.48432	-0.59292	-2.6903	-0.18126	-0.29691	-0.37786	-0.31258	-2.0503	-1.3109	-0.5556
EPHA2	NaN	0.12288	-0.3961	0.82496	0.28185	0.57103	0.63151	0.024726	0.58779	1.2853	0.86137
ARHGEF19	NaN	0.36223	0.16719	0.78967	-0.57664	0.47697	0.67364	0.41725	0.40662	-0.3216	-0.0025317
ANO7P1	NaN	-0.28607	-0.13548	0.53513	-0.63038	-0.25103	0.51985	0.30768	-0.27211	-0.32003	-0.065265
RSG1	NaN	0.28033	0.53688	0.21543	0.41577	0.2175	0.3116	0.50957	0.065737	0.73213	-0.66116
FBXO42	NaN	0.15205	0.15594	-0.018777	0.47049	0.23021	0.24983	-0.054473	0.61443	0.13848	-0.057148
SZRD1	NaN	0.13381	0.23171	0.18851	0.21201	0.22728	0.010828	0.14432	0.32058	0.41007	0.10707
NECAP2	NaN	0.035202	-0.00098567	0.47508	0.15498	0.17015	0.1128	0.048209	0.25654	0.32417	0.040122
CROCCP3	NaN	0.14301	0.19019	0.59234	-0.12022	0.21722	0.38041	0.27415	1.5822	0.52791	-0.11615
NBPF1	NaN	0.065193	0.35581	0.43909	-0.2413	0.25659	0.14473	0.15574	0.79285	-0.040299	0.057335
CROCCP2	NaN	0.01788	0.045322	0.91131	-0.32369	0.14568	0.30258	0.23776	0.58135	-0.14486	0.34024
MST1P2	NaN	0.10092	0.086531	-0.34123	-0.75213	-0.18918	0.25363	0.52954	-0.072004	-1.6685	0.14462
EIF1AXP1	NaN	0.23559	0.97219	-0.37639	0.75116	0.75846	0.22083	-0.35281	3.2769	0.35535	0.64469
CROCC	NaN	0.17721	0.10009	0.49449	0.47838	0.12328	0.63439	0.52762	0.42259	0.55713	0.39318
MST1L	NaN	-0.15212	-0.054391	1.51	-0.91324	0.80192	0.21132	0.074653	-0.075323	-2.3744	0.099003
MFAP2	NaN	0.72109	0.29769	0.50047	0.90454	0.55047	0.23398	0.41392	0.65219	0.42497	0.74272
ATP13A2	NaN	-0.081564	-0.33155	0.39957	-0.32311	0.14726	0.19653	0.040192	0.4687	0.92449	0.040942
SDHB	NaN	-0.13526	0.070607	-0.31338	0.031762	0.20633	-0.27376	0.033639	-0.24329	-0.55784	-0.15003
PADI2	NaN	-0.75931	0.51758	2.9164	-1.6376	-0.51477	0.017433	-0.32985	2.4726	0.9825	0.32816
RCC2	NaN	-0.2495	-0.22329	0.13506	-0.26086	0.12626	-0.042828	-0.14748	0.98677	0.55441	-0.15277
ARHGEF10L	NaN	0.14411	0.17745	0.20476	0.020756	0.4921	-0.12303	0.39094	0.98366	0.63499	-0.097553
KLHDC7A	NaN	-0.45715	-0.94127	-5.6393	-4.3105	-0.68234	0.10642	-1.7293	-1.0927	-1.2698	-0.7678
ALDH4A1	NaN	-0.083694	-0.25157	-0.70376	0.33616	0.14156	-0.38532	-0.20954	-0.86635	-0.055819	-0.41634
IFFO2	NaN	0.092086	-0.25371	-0.77087	0.60752	0.5651	0.22526	0.0029155	0.49743	0.61273	-0.44352
UBR4	NaN	0.0077414	-0.15273	-0.15775	-0.21478	0.043711	0.23547	-0.034847	1.5679	1.3298	-0.23823
EMC1	NaN	-0.014289	0.15886	0.16144	-0.027083	0.14404	-0.0055413	0.17196	0.87325	0.43702	0.15299
MRTO4	NaN	-0.031425	0.29785	0.42035	-0.070267	0.0078355	-0.10246	0.10681	0.30968	0.16667	-0.097388
AKR7L	NaN	0.82268	-0.11227	-0.1575	0.49687	0.73164	0.077209	0.67985	0.15811	0.084329	0.35917
AKR7A3	NaN	0.14031	-0.3321	-0.37229	0.16944	-0.25622	0.18646	-0.050376	0.47494	-1.7441	-0.31516
AKR7A2	NaN	-0.13494	-0.032956	-0.34951	0.23789	0.019078	0.062455	-0.0080513	-0.63885	0.040304	-0.17496
PQLC2	NaN	-0.35499	-0.0099654	0.24554	-0.0069461	0.42202	0.31946	0.27051	0.24439	0.39288	0.013413
CAPZB	NaN	0.042777	0.26	0.33798	0.33575	0.35644	0.0055277	0.26146	0.20385	0.50093	0.060894
MINOS1	NaN	0.051277	0.29279	0.43911	0.20914	-0.014168	0.075401	-0.070532	-0.077317	0.31912	0.15766
RPS14P3	NaN	1.4757	-0.45222	-0.71463	-0.011125	-0.063888	0.0398	-0.41887	-0.076218	0.25562	0.15384
NBL1	NaN	0.14763	0.34653	0.65418	0.8908	0.25912	0.5034	0.62083	-0.57399	0.79982	0.31764
TMCO4	NaN	0.29104	0.26504	-0.13483	0.43353	0.22837	0.13645	0.28043	0.4409	-0.043935	0.077614
OTUD3	NaN	0.0019322	0.26236	-0.14705	0.2264	0.083335	0.34323	0.24043	1.5884	0.28264	-0.026957
PLA2G2A	NaN	-0.15061	0.9509	0.60362	-0.61743	-0.090758	0.32209	0.62732	1.1171	1.2302	0.067865
PLA2G5	NaN	0.32122	2.056	0.96075	1.1412	0.25193	0.18004	1.1682	0.027657	1.8196	0.66809
UBXN10	NaN	0.1502	0.2143	0.70491	-0.2397	1.0861	-0.40352	0.71495	1.1464	2.0078	-0.56849
CAMK2N1	NaN	0.52041	0.67434	0.71198	0.16273	0.66875	0.554	0.57147	0.47972	1.0905	0.42105
MUL1	NaN	0.092827	0.075233	-0.094082	0.14332	0.32299	0.13015	0.13912	0.15754	0.67995	-0.16041
CDA	NaN	0.14877	-0.19815	0.75755	-0.65288	-0.27322	0.0662	-0.18139	0.41629	-0.84781	0.14032
PINK1	NaN	-0.016853	0.21679	0.12524	0.44894	0.25234	0.06532	0.27951	0.74738	0.18305	-0.02049
PINK1-AS	NaN	0.25474	0.088301	0.026482	0.37376	-0.14827	0.4155	-0.20202	1.4185	0.051083	0.24105
DDOST	NaN	-0.062243	0.13728	0.080553	0.037215	0.33711	0.065139	0.22142	0.59855	0.27761	0.01096
KIF17	NaN	-0.019191	0.1102	-0.0026593	1.1704	-0.47298	0.57503	0.38011	-0.52878	-0.87788	0.021656
HP1BP3	NaN	0.14714	0.35811	0.090244	0.18018	0.13555	0.096122	0.39568	1.6961	0.20767	0.12146
EIF4G3	NaN	0.027476	0.062124	0.018628	-0.04696	0.04454	-0.15664	0.091919	1.334	-0.15592	-0.01427
ECE1	NaN	0.25199	0.40666	0.5073	0.84813	0.0095101	0.63886	0.82717	0.89629	0.72959	0.61721
RP5-1071N3.1	NaN	0.024585	0.077744	0.29224	1.1149	0.040674	1.2285	-0.084095	0.93875	1.0006	0.24458
NBPF3	NaN	-0.038455	0.27226	0.46175	0.38596	0.27046	-0.042914	0.030344	0.94467	0.22841	-0.2634
ALPL	NaN	-0.65821	-0.18758	1.1176	-1.9967	-0.56532	-0.82868	-0.014225	0.5828	0.27193	-0.69294
USP48	NaN	0.063541	0.21791	0.0014289	0.1306	0.19975	0.042361	0.27686	0.76462	0.20755	0.079628
LDLRAD2	NaN	-0.0038822	0.083106	-0.16745	0.68889	0.34645	0.69516	0.4792	1.8605	1.1281	0.63321
HSPG2	NaN	-0.0099241	-0.04228	-0.1301	0.25122	-0.24907	0.54439	0.43276	2.1895	1.6961	0.59819
LINC00339	NaN	0.039967	0.31062	0.011893	-0.11939	0.21577	0.029864	0.25352	-0.23885	0.47533	-0.27419
CDC42	NaN	0.049193	0.21807	0.20925	0.21728	0.26703	0.068606	0.1063	0.44757	-0.06005	-0.022211
ZBTB40	NaN	0.053739	0.017741	0.17158	0.059435	0.20123	0.19375	0.051224	1.4844	0.54455	-0.35513
C1QA	NaN	-0.26762	0.073583	0.75227	0.079055	0.86488	0.023777	0.048348	-0.68903	1.0615	-0.30258
C1QC	NaN	-0.40127	0.41709	0.91539	-0.090062	0.99313	-0.09608	0.16531	-0.1645	1.3712	-0.15246
C1QB	NaN	-0.42214	0.42196	1.3684	-0.045265	0.86123	-0.24629	0.10382	-0.20328	1.3039	-0.26451
EPHB2	NaN	-0.6949	-0.72931	-0.31528	-1.2148	0.18669	-0.57264	-0.31748	0.75454	0.30764	-0.16227
KDM1A	NaN	0.048431	0.24571	0.064074	0.15729	0.23428	-0.022591	0.23817	0.57305	0.17786	0.016186
LUZP1	NaN	-0.0044077	-0.056931	-0.15924	-0.55751	0.1505	0.57521	0.0086497	1.2806	0.94939	-0.2668
RP5-1057J7.6	NaN	0.38641	0.31396	0.23242	0.24593	0.31521	0.22319	0.28534	1.1028	-0.2624	-0.15758
HNRNPR	NaN	-0.0014411	0.32659	0.086505	0.12372	0.24736	-0.095431	0.14447	0.76233	-0.30037	-0.012887
ZNF436	NaN	0.030975	0.10195	-0.060589	0.61667	0.41854	-0.025791	0.033629	0.93238	0.40171	0.095704
C1orf213	NaN	0.016019	-0.056196	-0.82308	0.27207	0.039044	-0.34169	0.10499	0.062386	-0.42958	-0.27046
TCEA3	NaN	0.92893	0.56917	0.60192	1.5609	0.73311	0.25123	0.90614	0.22738	0.15292	0.36884
